Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6863,CA-2020-128965,17/04/20,22/04/20,Standard Class,PS-18760,Pamela Stobb,Consumer,Los Angeles,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058
6866,US-2019-126452,21/08/19,28/08/19,Standard Class,SC-20230,Scot Coram,Corporate,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,91.96,5,0.2,-20.691
6868,US-2019-126452,21/08/19,28/08/19,Standard Class,SC-20230,Scot Coram,Corporate,Los Angeles,California,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,0.2,-7.996
6869,US-2019-126452,21/08/19,28/08/19,Standard Class,SC-20230,Scot Coram,Corporate,Los Angeles,California,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,0.2,180.441
6944,CA-2018-139248,25/07/18,30/07/18,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Los Angeles,California,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975
6955,CA-2018-129917,02/10/18,03/10/18,First Class,HM-14980,Henry MacAllister,Consumer,Los Angeles,California,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396
7090,CA-2020-118864,15/06/20,19/06/20,Second Class,KH-16690,Kristen Hastings,Corporate,Los Angeles,California,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,1,0.2,7.4975
7362,CA-2019-163594,12/04/19,14/04/19,First Class,JF-15295,Jason Fortune-,Consumer,Los Angeles,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,0.2,-36.441
7441,US-2020-163657,02/09/20,06/09/20,Standard Class,JL-15235,Janet Lee,Consumer,Los Angeles,California,West,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,236.528,2,0.2,-2.9566
7461,US-2018-136987,11/04/18,14/04/18,Second Class,AR-10540,Andy Reiter,Consumer,Los Angeles,California,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,0.2,215.9892
7504,US-2020-120147,30/03/20,30/03/20,Same Day,TB-21400,Tom Boeckenhauer,Consumer,Los Angeles,California,West,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,164.792,1,0.2,18.5391
7597,CA-2018-164567,15/06/18,19/06/18,Standard Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,225.576,3,0.2,22.5576
7619,CA-2020-151225,27/10/20,29/10/20,First Class,JM-15655,Jim Mitchum,Corporate,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,189.576,1,0.2,9.4788
7620,CA-2020-151225,27/10/20,29/10/20,First Class,JM-15655,Jim Mitchum,Corporate,Los Angeles,California,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,71.96,5,0.2,7.196
7646,CA-2018-161452,05/04/18,11/04/18,Standard Class,CA-11965,Carol Adams,Corporate,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
7816,US-2020-109316,08/06/20,10/06/20,First Class,MG-17680,Maureen Gastineau,Home Office,Los Angeles,California,West,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,17.52,2,0.2,-3.504
7835,CA-2018-106257,13/04/18,17/04/18,Second Class,EB-14110,Eugene Barchas,Consumer,Los Angeles,California,West,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,0.2,-15.098
7836,CA-2018-106257,13/04/18,17/04/18,Second Class,EB-14110,Eugene Barchas,Consumer,Los Angeles,California,West,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,479.92,2,0.2,41.993
8059,CA-2018-121188,28/08/18,04/09/18,Standard Class,CB-12025,Cassandra Brandow,Consumer,Los Angeles,California,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,15.1116
8101,CA-2019-169663,10/03/19,13/03/19,First Class,RH-19510,Rick Huthwaite,Home Office,Los Angeles,California,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6,3,0.2,377.73
8103,CA-2018-149846,22/05/18,26/05/18,Standard Class,SB-20185,Sarah Brown,Consumer,Los Angeles,California,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,7,0.2,334.4985
8105,CA-2018-149846,22/05/18,26/05/18,Standard Class,SB-20185,Sarah Brown,Consumer,Los Angeles,California,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,775.728,6,0.2,58.1796
8303,US-2020-167318,26/07/20,01/08/20,Standard Class,GZ-14545,George Zrebassa,Corporate,Los Angeles,California,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",362.352,3,0.2,45.294
8370,CA-2019-118745,11/06/19,16/06/19,Standard Class,SV-20365,Seth Vernon,Consumer,Los Angeles,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,33.8517
8456,CA-2019-154081,22/05/19,29/05/19,Standard Class,JE-15610,Jim Epp,Corporate,Los Angeles,California,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,2,0.2,22.2384
8502,CA-2018-102316,01/03/18,03/03/18,Second Class,DH-13075,Dave Hallsten,Corporate,Los Angeles,California,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988
8503,CA-2018-102316,01/03/18,03/03/18,Second Class,DH-13075,Dave Hallsten,Corporate,Los Angeles,California,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846
8530,CA-2020-137624,10/11/20,17/11/20,Standard Class,ME-17320,Maria Etezadi,Home Office,Los Angeles,California,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136
8540,CA-2020-147354,09/03/20,13/03/20,Standard Class,KB-16315,Karl Braun,Consumer,Los Angeles,California,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998
8619,CA-2020-117513,03/03/20,08/03/20,Standard Class,BT-11395,Bill Tyler,Corporate,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877
8647,CA-2019-113341,25/11/19,29/11/19,Standard Class,MH-17455,Mark Hamilton,Consumer,Los Angeles,California,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.352,3,0.2,19.4352
8897,CA-2019-167241,15/08/19,22/08/19,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.6,3,0.2,10.35
8938,CA-2018-134117,17/12/18,19/12/18,Second Class,PG-18895,Paul Gonzalez,Consumer,Los Angeles,California,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2,0.2,16.998
9059,CA-2018-149097,20/10/18,24/10/18,Standard Class,SV-20785,Stewart Visinsky,Consumer,Los Angeles,California,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582
9115,CA-2019-135461,07/02/19,10/02/19,Second Class,EB-13975,Erica Bern,Corporate,Los Angeles,California,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975
9235,CA-2019-126732,02/09/19,06/09/19,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198
9237,CA-2019-126732,02/09/19,06/09/19,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
9325,CA-2020-121853,23/09/20,29/09/20,Standard Class,DB-13660,Duane Benoit,Consumer,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,2,0.2,59.4816
9413,CA-2018-164777,27/01/18,29/01/18,First Class,SC-20305,Sean Christensen,Consumer,Los Angeles,California,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0.2,0
9455,CA-2018-129546,28/09/18,05/10/18,Standard Class,RP-19855,Roy Phan,Corporate,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764
9707,CA-2019-161746,21/10/19,27/10/19,Standard Class,CS-11950,Carlos Soltero,Consumer,Los Angeles,California,West,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3,0.2,12.1068
9746,CA-2020-137505,24/11/20,24/11/20,Same Day,BP-11290,Beth Paige,Consumer,Los Angeles,California,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.08,2,0.2,9.102
9747,CA-2020-137505,24/11/20,24/11/20,Same Day,BP-11290,Beth Paige,Consumer,Los Angeles,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772
9938,CA-2019-164889,03/06/19,06/06/19,Second Class,CP-12340,Christine Phan,Corporate,Los Angeles,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772
9956,CA-2018-141593,14/12/18,16/12/18,Second Class,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",273.568,2,0.2,10.2588
9974,US-2019-103674,06/12/19,10/12/19,Standard Class,AP-10720,Anne Pryor,Home Office,Los Angeles,California,West,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,271.96,5,0.2,27.196
9977,US-2019-103674,06/12/19,10/12/19,Standard Class,AP-10720,Anne Pryor,Home Office,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198
38,CA-2018-117415,27/12/18,31/12/18,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415
78,US-2020-118038,09/12/20,11/12/20,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
89,CA-2019-159695,05/04/19,10/04/19,Second Class,GM-14455,Gary Mitchum,Home Office,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572
380,CA-2018-130792,28/04/18,05/05/18,Standard Class,RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811
399,CA-2019-108987,08/09/19,10/09/19,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952
401,CA-2019-108987,08/09/19,10/09/19,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784
521,CA-2018-157812,22/03/18,26/03/18,Standard Class,DB-13210,Dean Braden,Consumer,Houston,Texas,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,0.2,-25.9136
554,CA-2020-101945,24/11/20,28/11/20,Standard Class,GT-14710,Greg Tran,Consumer,Houston,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707
897,CA-2019-140634,03/10/19,06/10/19,Second Class,HL-15040,Hunter Lopez,Consumer,Houston,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2,0.2,5.0856
1106,US-2019-110156,19/11/19,24/11/19,Standard Class,EH-13945,Eric Hoffmann,Consumer,Houston,Texas,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644
1109,US-2019-110156,19/11/19,24/11/19,Standard Class,EH-13945,Eric Hoffmann,Consumer,Houston,Texas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888
1110,US-2019-110156,19/11/19,24/11/19,Standard Class,EH-13945,Eric Hoffmann,Consumer,Houston,Texas,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
1278,CA-2019-148698,02/05/19,07/05/19,Standard Class,BD-11770,Bryan Davis,Consumer,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397
1857,US-2020-158218,12/05/20,15/05/20,Second Class,AC-10420,Alyssa Crouse,Corporate,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99
2013,CA-2018-155761,11/12/18,11/12/18,Same Day,SC-20800,Stuart Calhoun,Consumer,Houston,Texas,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344
2175,CA-2018-132507,30/07/18,03/08/18,Second Class,CC-12610,Corey Catlett,Corporate,Houston,Texas,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792
2525,CA-2018-124541,06/04/18,10/04/18,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256
3106,CA-2019-103037,25/07/19,29/07/19,Standard Class,KH-16630,Ken Heidel,Corporate,Houston,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
3234,US-2020-156356,16/04/20,22/04/20,Standard Class,ND-18370,Natalie DeCherney,Consumer,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292
3723,CA-2020-144036,22/11/20,26/11/20,Standard Class,FO-14305,Frank Olsen,Consumer,Houston,Texas,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.712,8,0.2,2.232
3767,CA-2019-163153,21/03/19,25/03/19,Standard Class,DM-12955,Dario Medina,Corporate,Houston,Texas,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,1,0.2,0.504
3788,CA-2019-169971,04/09/19,09/09/19,Standard Class,IL-15100,Ivan Liston,Consumer,Houston,Texas,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269
3789,CA-2019-169971,04/09/19,09/09/19,Standard Class,IL-15100,Ivan Liston,Consumer,Houston,Texas,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,0.2,7.0173
4114,CA-2018-116687,02/05/18,07/05/18,Standard Class,NC-18625,Noah Childs,Corporate,Houston,Texas,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.856,3,0.2,2.9889
4489,CA-2018-162621,05/09/18,11/09/18,Standard Class,CA-12055,Cathy Armstrong,Home Office,Houston,Texas,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9,0.2,-14.688
4514,CA-2019-145240,06/09/19,08/09/19,First Class,BG-11740,Bruce Geld,Consumer,Houston,Texas,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.2,0.8088
4616,CA-2019-144540,05/09/19,10/09/19,Standard Class,GH-14410,Gary Hansen,Home Office,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,0.2,4.266
4872,CA-2020-164042,23/05/20,27/05/20,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,2,0.2,0.6156
4874,CA-2020-164042,23/05/20,27/05/20,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
5310,CA-2020-131254,19/11/20,21/11/20,First Class,NC-18415,Nathan Cano,Consumer,Houston,Texas,Central,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5,0.2,3.912
5383,CA-2019-149195,05/09/19,07/09/19,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,8,0.2,5.3352
5446,CA-2019-128307,25/07/19,29/07/19,Standard Class,BE-11335,Bill Eplett,Home Office,Houston,Texas,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659
5492,CA-2020-164098,26/01/20,27/01/20,First Class,CG-12520,Claire Gute,Consumer,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816
5603,CA-2019-117919,27/08/19,29/08/19,Second Class,TB-21355,Todd Boyes,Corporate,Houston,Texas,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,0.2,1.062
6081,CA-2020-154676,05/08/20,08/08/20,First Class,NZ-18565,Nick Zandusky,Home Office,Houston,Texas,Central,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056,9,0.2,7.5528
6084,US-2019-132577,22/11/19,27/11/19,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,23.616,9,0.2,2.6568
6086,US-2019-132577,22/11/19,27/11/19,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,Central,OFF-LA-10000262,Office Supplies,Labels,Avery 494,2.088,1,0.2,0.6786
6207,CA-2019-133697,20/10/19,24/10/19,Second Class,CM-12445,Chuck Magee,Consumer,Houston,Texas,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,25.248,4,0.2,7.89
6409,CA-2020-161774,14/05/20,15/05/20,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,0.2,5.775
6448,US-2020-119816,04/03/20,06/03/20,Second Class,TT-21460,Tonja Turnell,Home Office,Houston,Texas,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,0.2,0.8624
6449,US-2020-119816,04/03/20,06/03/20,Second Class,TT-21460,Tonja Turnell,Home Office,Houston,Texas,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,0.2,0.654
6454,CA-2018-125710,08/10/18,13/10/18,Standard Class,BT-11680,Brian Thompson,Consumer,Houston,Texas,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.2,0.559
6690,CA-2020-104108,02/12/20,09/12/20,Standard Class,RP-19855,Roy Phan,Corporate,Houston,Texas,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,12.16,5,0.2,2.128
6975,CA-2020-146185,15/09/20,19/09/20,Standard Class,CC-12145,Charles Crestani,Consumer,Houston,Texas,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328
7177,US-2020-141677,26/03/20,30/03/20,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232,3,0.2,2.4174
7185,CA-2020-133102,17/08/20,24/08/20,Standard Class,ED-13885,Emily Ducich,Home Office,Houston,Texas,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.552,2,0.2,-1.041
7186,CA-2020-133102,17/08/20,24/08/20,Standard Class,ED-13885,Emily Ducich,Home Office,Houston,Texas,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002
7450,CA-2020-105669,17/09/20,22/09/20,Second Class,SJ-20125,Sanjit Jacobs,Home Office,Houston,Texas,Central,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,9.912,3,0.2,3.2214
8036,CA-2018-119690,25/06/18,28/06/18,First Class,MV-17485,Mark Van Huff,Consumer,Houston,Texas,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704
8107,CA-2020-159149,17/02/20,19/02/20,First Class,CR-12820,Cyra Reiten,Home Office,Houston,Texas,Central,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",175.44,6,0.2,52.632
8128,CA-2018-137064,06/02/18,13/02/18,Standard Class,TS-21655,Trudy Schmidt,Consumer,Houston,Texas,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.752,3,0.2,-125.766
8378,CA-2018-162964,12/11/18,18/11/18,Standard Class,MF-18250,Monica Federle,Corporate,Houston,Texas,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764
8380,CA-2018-162964,12/11/18,18/11/18,Standard Class,MF-18250,Monica Federle,Corporate,Houston,Texas,Central,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888,7,0.2,69.965
8454,CA-2019-125087,18/04/19,23/04/19,Standard Class,TH-21115,Thea Hudgings,Corporate,Houston,Texas,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468
8551,CA-2018-121132,17/07/18,24/07/18,Standard Class,VB-21745,Victoria Brennan,Corporate,Houston,Texas,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479,6.264,3,0.2,2.0358
8552,CA-2018-121132,17/07/18,24/07/18,Standard Class,VB-21745,Victoria Brennan,Corporate,Houston,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,14.432,4,0.2,3.4276
8559,CA-2019-132829,23/12/19,26/12/19,Second Class,LA-16780,Laura Armstrong,Corporate,Houston,Texas,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",45.36,9,0.2,14.742
8719,CA-2019-120824,12/06/19,16/06/19,Second Class,AW-10930,Arthur Wiediger,Home Office,Houston,Texas,Central,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,11.264,8,0.2,3.9424
8722,CA-2019-120824,12/06/19,16/06/19,Second Class,AW-10930,Arthur Wiediger,Home Office,Houston,Texas,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,67.536,9,0.2,6.7536
8781,CA-2018-133585,01/03/18,04/03/18,First Class,CM-12715,Craig Molinari,Corporate,Houston,Texas,Central,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.328,2,0.2,6.2244
8962,CA-2020-150266,25/11/20,30/11/20,Standard Class,RO-19780,Rose O'Brian,Consumer,Houston,Texas,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.688,4,0.2,3.7376
9102,CA-2018-163181,07/11/18,12/11/18,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,3,0.2,5.319
9103,CA-2018-163181,07/11/18,12/11/18,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568
9106,CA-2018-163181,07/11/18,12/11/18,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.648,2,0.2,-28.8678
9128,CA-2020-112473,25/05/20,01/06/20,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Houston,Texas,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",50.136,3,0.2,-11.2806
9391,CA-2018-163734,19/06/18,24/06/18,Standard Class,KM-16375,Katherine Murray,Home Office,Houston,Texas,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075
9542,CA-2018-135251,06/08/18,10/08/18,Standard Class,RP-19270,Rachel Payne,Corporate,Houston,Texas,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,35.52,3,0.2,13.32
9973,CA-2019-130225,11/09/19,17/09/19,Standard Class,RC-19960,Ryan Crowe,Consumer,Houston,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,99.568,2,0.2,33.6042
188,CA-2019-157000,16/07/19,22/07/19,Standard Class,AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224
345,US-2018-120712,20/12/18,24/12/18,Standard Class,CS-12130,Chad Sievert,Consumer,Austin,Texas,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22
372,CA-2020-104745,29/05/20,04/06/20,Standard Class,GT-14755,Guy Thornton,Consumer,Harlingen,Texas,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
429,CA-2020-152275,01/10/20,08/10/20,Standard Class,KH-16630,Ken Heidel,Corporate,San Antonio,Texas,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.2,0.5004
612,CA-2019-161816,28/04/19,01/05/19,First Class,NB-18655,Nona Balk,Corporate,Dallas,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
